Client,Company Code,Accounting Document Number,Fiscal Year,Document Type,Document Date in Document,Month,Posting Date in the Document,Day On Which Accounting Document Was Entered,Invoice Document Number,Fiscal Year of Invoice,Date of the Last Document Change by Transaction,Reference Document Number,Accounting Document Key
100,CompanyCode20,1000023209,2022,Documenttype1,2022-01-25,1,2022-01-27,2022-01-27,1000067852,2022,,142636870122025,10000678522022
100,CompanyCode20,1000023210,2022,Documenttype1,2022-01-20,1,2022-01-27,2022-01-27,1000067862,2022,,9506571025,10000678622022
100,CompanyCode20,1000023211,2022,Documenttype1,2022-01-25,1,2022-01-27,2022-01-27,1000067868,2022,,28024,10000678682022
100,CompanyCode20,1000023212,2022,Documenttype1,2022-01-25,1,2022-01-27,2022-01-27,1000067870,2022,,86601,10000678702022
100,CompanyCode20,1000023213,2022,Documenttype1,2022-01-26,1,2022-01-27,2022-01-27,1000067879,2022,,01-22-034,10000678792022
100,CompanyCode20,1000023214,2022,Documenttype1,2022-01-21,1,2022-01-27,2022-01-27,1000067910,2022,,16533,10000679102022
100,CompanyCode20,1000023215,2022,Documenttype1,2022-01-21,1,2022-01-27,2022-01-27,1000067912,2022,,16550,10000679122022
100,CompanyCode20,1000023216,2022,Documenttype1,2022-01-21,1,2022-01-27,2022-01-27,1000067914,2022,,16534,10000679142022
100,CompanyCode20,1000023217,2022,Documenttype1,2022-01-06,1,2022-01-27,2022-01-27,1000067949,2022,,78169,10000679492022
100,CompanyCode20,1000023218,2022,Documenttype1,2022-01-07,1,2022-01-27,2022-01-27,1000067950,2022,,78167,10000679502022
100,CompanyCode20,1000023219,2022,Documenttype1,2022-01-07,1,2022-01-27,2022-01-27,1000067951,2022,,78159,10000679512022
100,CompanyCode20,1000023220,2022,Documenttype1,2022-01-03,1,2022-01-27,2022-01-27,1000067973,2022,,D20220013,10000679732022
100,CompanyCode20,1000023221,2022,Documenttype1,2022-01-26,1,2022-01-27,2022-01-27,1000067976,2022,,63012625,10000679762022
100,CompanyCode20,1000023222,2022,Documenttype1,2022-01-10,1,2022-01-27,2022-01-27,1000067983,2022,,32073,10000679832022
100,CompanyCode20,1000023223,2022,Documenttype1,2022-01-21,1,2022-01-27,2022-01-27,1000067985,2022,,32075,10000679852022
100,CompanyCode20,1000023224,2022,Documenttype1,2022-01-18,1,2022-01-27,2022-01-27,1000067986,2022,,32074,10000679862022
100,CompanyCode20,1000023225,2022,Documenttype1,2022-01-14,1,2022-01-27,2022-01-27,1000067988,2022,,32074,10000679882022
100,CompanyCode20,1000023226,2022,Documenttype1,2022-01-19,1,2022-01-27,2022-01-27,1000067996,2022,,8440881,10000679962022
100,CompanyCode20,1000023227,2022,Documenttype1,2021-12-15,1,2022-01-27,2022-01-27,1000067999,2022,2022-01-28,6145519041,10000679992022
100,CompanyCode20,1000023228,2022,Documenttype1,2022-01-11,1,2022-01-27,2022-01-27,1000068002,2022,,419302428,10000680022022
100,CompanyCode20,1000023229,2022,Documenttype1,2022-01-26,1,2022-01-27,2022-01-27,1000068004,2022,,616314,10000680042022
100,CompanyCode20,1000023230,2022,Documenttype1,2022-01-21,1,2022-01-27,2022-01-27,1000068005,2022,,367228,10000680052022
100,CompanyCode20,1000023231,2022,Documenttype1,2022-01-25,1,2022-01-27,2022-01-27,1000068006,2022,,142630320022025,10000680062022
100,CompanyCode20,1000023232,2022,Documenttype1,2022-01-25,1,2022-01-27,2022-01-27,1000068007,2022,,71852697,10000680072022
100,CompanyCode20,1000023233,2022,Documenttype1,2022-01-25,1,2022-01-27,2022-01-27,1000068009,2022,,71842731,10000680092022
100,CompanyCode20,1000023234,2022,Documenttype1,2022-02-01,2,2022-02-01,2022-02-01,1000068637,2022,2022-02-07,10409096,10000686372022
100,CompanyCode20,1000023235,2022,Documenttype1,2022-01-29,2,2022-02-01,2022-02-01,1000068640,2022,,3498806442,10000686402022
100,CompanyCode20,1000023236,2022,Documenttype1,2022-01-29,2,2022-02-01,2022-02-01,1000068641,2022,,3498806437,10000686412022
100,CompanyCode20,1000023237,2022,Documenttype1,2022-01-28,2,2022-02-01,2022-02-01,1000068642,2022,,72082238,10000686422022
100,CompanyCode20,1000023238,2022,Documenttype1,2022-01-28,2,2022-02-01,2022-02-01,1000068643,2022,,031860300022028,10000686432022
100,CompanyCode20,1000023239,2022,Documenttype1,2022-01-28,2,2022-02-01,2022-02-01,1000068645,2022,,031749870122028,10000686452022
100,CompanyCode20,1000023240,2022,Documenttype1,2022-01-28,2,2022-02-01,2022-02-01,1000068646,2022,,4599503,10000686462022
100,CompanyCode20,1000023241,2022,Documenttype1,2022-01-27,2,2022-02-01,2022-02-01,1000049040,2022,,768355-01,10000490402022
100,CompanyCode20,1000023242,2022,Documenttype1,2022-01-31,2,2022-02-01,2022-02-01,1000049067,2022,,142675260022031,10000490672022
100,CompanyCode20,1000023243,2022,Documenttype1,2022-01-31,2,2022-02-01,2022-02-01,1000049068,2022,,142613760022031,10000490682022
100,CompanyCode20,1000023244,2022,Documenttype1,2022-01-31,2,2022-02-01,2022-02-01,1000049069,2022,,142683830022031,10000490692022
100,CompanyCode20,1000023245,2022,Documenttype1,2022-01-31,2,2022-02-01,2022-02-01,1000049070,2022,,142679580022031,10000490702022
100,CompanyCode20,1000023246,2022,Documenttype1,2022-01-31,2,2022-02-01,2022-02-01,1000049071,2022,,142613860022031,10000490712022
100,CompanyCode20,1000023247,2022,Documenttype1,2022-01-31,2,2022-02-01,2022-02-01,1000049072,2022,,142664860022031,10000490722022
100,CompanyCode20,1000023248,2022,Documenttype1,2022-01-31,2,2022-02-01,2022-02-01,1000049073,2022,,142675010022031,10000490732022
100,CompanyCode20,1000023249,2022,Documenttype1,2022-01-31,2,2022-02-01,2022-02-01,1000049074,2022,,142675160022031,10000490742022
100,CompanyCode20,1000023250,2022,Documenttype1,2022-01-31,2,2022-02-01,2022-02-01,1000049075,2022,,142629370122031,10000490752022
100,CompanyCode20,1000023251,2022,Documenttype1,2022-01-31,2,2022-02-01,2022-02-01,1000049076,2022,,142675120022031,10000490762022
100,CompanyCode20,1000023252,2022,Documenttype1,2022-01-31,2,2022-02-01,2022-02-01,1000049077,2022,,142660660022031,10000490772022
100,CompanyCode20,1000023253,2022,Documenttype1,2022-01-31,2,2022-02-01,2022-02-01,1000049078,2022,,142656050222031,10000490782022
100,CompanyCode20,1000023254,2022,Documenttype1,2022-01-31,2,2022-02-01,2022-02-01,1000049079,2022,,142674910022031,10000490792022
100,CompanyCode20,1000023255,2022,Documenttype1,2022-01-31,2,2022-02-01,2022-02-01,1000049080,2022,,142682790022031,10000490802022
100,CompanyCode20,1000023256,2022,Documenttype1,2022-01-31,2,2022-02-01,2022-02-01,1000049081,2022,,142617100022031,10000490812022
100,CompanyCode20,1000023257,2022,Documenttype1,2022-01-31,2,2022-02-01,2022-02-01,1000049082,2022,,142664840022031,10000490822022
100,CompanyCode20,1000023258,2022,Documenttype1,2022-01-31,2,2022-02-01,2022-02-01,1000049083,2022,,142674100022031,10000490832022
100,CompanyCode20,1000023259,2022,Documenttype1,2022-01-31,2,2022-02-01,2022-02-01,1000049084,2022,,142679100022031,10000490842022
100,CompanyCode20,1000023260,2022,Documenttype1,2022-01-31,2,2022-02-01,2022-02-01,1000049085,2022,,142653060022031,10000490852022
100,CompanyCode20,1000023261,2022,Documenttype1,2022-01-31,2,2022-02-01,2022-02-01,1000049086,2022,,031842040222031,10000490862022
100,CompanyCode20,1000023262,2022,Documenttype1,2022-01-31,2,2022-02-01,2022-02-01,1000049087,2022,,142652070022031,10000490872022
100,CompanyCode20,1000023263,2022,Documenttype1,2022-01-31,2,2022-02-01,2022-02-01,1000049088,2022,,142679400022031,10000490882022
100,CompanyCode20,1000023264,2022,Documenttype1,2022-01-31,2,2022-02-01,2022-02-01,1000049089,2022,,142675140022031,10000490892022
100,CompanyCode20,1000023265,2022,Documenttype1,2022-01-31,2,2022-02-01,2022-02-01,1000049090,2022,,142675170022031,10000490902022
100,CompanyCode20,1000023266,2022,Documenttype1,2022-01-31,2,2022-02-01,2022-02-01,1000049091,2022,,142675280022031,10000490912022
100,CompanyCode20,1000023267,2022,Documenttype1,2022-01-31,2,2022-02-01,2022-02-01,1000049131,2022,,8928859,10000491312022
100,CompanyCode20,1000023268,2022,Documenttype1,2022-01-26,2,2022-02-01,2022-02-01,1000049142,2022,,71893655,10000491422022
100,CompanyCode20,1000023269,2022,Documenttype1,2022-01-20,2,2022-02-01,2022-02-01,1000049148,2022,,8507726,10000491482022
100,CompanyCode20,1000023270,2022,Documenttype1,2022-01-21,2,2022-02-01,2022-02-01,1000049178,2022,,159640-1,10000491782022
100,CompanyCode20,1000023271,2022,Documenttype1,2022-01-31,2,2022-02-01,2022-02-01,1000049184,2022,,142673560022031,10000491842022
100,CompanyCode20,1000023272,2022,Documenttype1,2022-01-05,2,2022-02-01,2022-02-01,1000049185,2022,,13582,10000491852022
100,CompanyCode20,1000023273,2022,Documenttype1,2022-01-31,2,2022-02-01,2022-02-01,1000049188,2022,,142673560122031,10000491882022
100,CompanyCode20,1000023274,2022,Documenttype1,2022-01-31,2,2022-02-01,2022-02-01,1000049202,2022,,TX850000794045,10000492022022
100,CompanyCode20,1000023275,2022,Documenttype1,2022-01-31,2,2022-02-01,2022-02-01,1000049207,2022,,TX850000794043,10000492072022
100,CompanyCode20,1000023276,2022,Documenttype1,2022-01-26,2,2022-02-01,2022-02-01,1000049210,2022,,2252,10000492102022
100,CompanyCode20,1000023277,2022,Documenttype1,2022-01-28,2,2022-02-01,2022-02-01,1000049212,2022,,031842040122028,10000492122022
100,CompanyCode20,1000023278,2022,Documenttype1,2022-01-28,2,2022-02-01,2022-02-01,1000049213,2022,,9047997999,10000492132022
100,CompanyCode20,1000023279,2022,Documenttype1,2022-01-25,2,2022-02-01,2022-02-01,1000049214,2022,,142637630022025,10000492142022
100,CompanyCode20,1000023280,2022,Documenttype1,2022-01-25,2,2022-02-01,2022-02-01,1000049237,2022,,CD10154253,10000492372022
100,CompanyCode20,1000023281,2022,Documenttype1,2022-01-28,2,2022-02-01,2022-02-01,1000049239,2022,,40067,10000492392022
100,CompanyCode20,1000023282,2022,Documenttype1,2022-01-28,2,2022-02-01,2022-02-01,1000049244,2022,,4599506,10000492442022
100,CompanyCode20,1000023283,2022,Documenttype1,2021-12-27,2,2022-02-01,2022-02-01,1000049257,2022,,000088425,10000492572022
100,CompanyCode20,1000023284,2022,Documenttype1,2022-01-12,2,2022-02-01,2022-02-01,1000029588,2022,,13677,10000295882022
100,CompanyCode20,1000023285,2022,Documenttype1,2022-01-26,2,2022-02-01,2022-02-01,1000029589,2022,,13856,10000295892022
100,CompanyCode20,1000023286,2022,Documenttype1,2022-01-19,2,2022-02-01,2022-02-01,1000029590,2022,,13765,10000295902022
100,CompanyCode20,1000023287,2022,Documenttype1,2022-02-01,2,2022-02-01,2022-02-01,1000029591,2022,,3499193705,10000295912022
100,CompanyCode20,1000023288,2022,Documenttype1,2022-02-01,2,2022-02-01,2022-02-01,1000029593,2022,,3499193704,10000295932022
100,CompanyCode20,1000023289,2022,Documenttype1,2022-01-27,2,2022-02-01,2022-02-01,1000029596,2022,,9122075903,10000295962022
100,CompanyCode20,1000023290,2022,Documenttype1,2022-01-29,2,2022-02-01,2022-02-01,1000029597,2022,,3498806447,10000295972022
100,CompanyCode20,1000023291,2022,Documenttype1,2021-12-02,2,2022-02-01,2022-02-01,1000029598,2022,,1000144444,10000295982022
100,CompanyCode20,1000023292,2022,Documenttype1,2022-01-27,2,2022-02-01,2022-02-01,1000029621,2022,,8811630,10000296212022
100,CompanyCode20,1000023293,2022,Documenttype1,2022-01-26,2,2022-02-01,2022-02-01,1000029623,2022,,8755139,10000296232022
100,CompanyCode20,1000023294,2022,Documenttype1,2022-01-26,2,2022-02-01,2022-02-01,1000029624,2022,,8755237,10000296242022
100,CompanyCode20,1000023295,2022,Documenttype1,2022-01-27,2,2022-02-01,2022-02-01,1000029626,2022,,R449950,10000296262022
100,CompanyCode20,1000023296,2022,Documenttype1,2022-01-28,2,2022-02-01,2022-02-01,1000029627,2022,,LT2067,10000296272022
100,CompanyCode20,1000023297,2022,Documenttype1,2022-01-28,2,2022-02-01,2022-02-01,1000029628,2022,,LT2069,10000296282022
100,CompanyCode20,1000023298,2022,Documenttype1,2022-01-27,2,2022-02-01,2022-02-01,1000029629,2022,,R439209,10000296292022
100,CompanyCode20,1000023299,2022,Documenttype1,2022-01-27,2,2022-02-01,2022-02-01,1000029630,2022,,R436839,10000296302022
100,CompanyCode20,1000023300,2022,Documenttype1,2022-01-27,2,2022-02-01,2022-02-01,1000029632,2022,,R434285,10000296322022
100,CompanyCode20,1000023301,2022,Documenttype1,2022-01-28,2,2022-02-01,2022-02-01,1000029636,2022,,LT2068,10000296362022
100,CompanyCode20,1000023302,2022,Documenttype1,2022-01-29,2,2022-02-01,2022-02-01,1000029637,2022,,3498806435,10000296372022
100,CompanyCode20,1000023303,2022,Documenttype1,2022-01-28,2,2022-02-01,2022-02-01,1000029638,2022,,10555951998,10000296382022
100,CompanyCode20,1000023304,2022,Documenttype1,2022-01-28,2,2022-02-01,2022-02-01,1000029649,2022,,127475,10000296492022
100,CompanyCode20,1000023305,2022,Documenttype1,2022-01-28,2,2022-02-01,2022-02-01,1000029650,2022,,127469,10000296502022
100,CompanyCode20,1000023306,2022,Documenttype1,2022-01-31,2,2022-02-01,2022-02-01,1000029670,2022,,142670840022031,10000296702022
100,CompanyCode20,1000023307,2022,Documenttype1,2022-01-31,2,2022-02-01,2022-02-01,1000029681,2022,,1052573,10000296812022
100,CompanyCode20,1000023308,2022,Documenttype1,2022-01-27,2,2022-02-01,2022-02-01,1000029694,2022,,262409,10000296942022
100,CompanyCode20,1000023309,2022,Documenttype1,2022-01-28,2,2022-02-01,2022-02-01,1000029696,2022,,262449,10000296962022
100,CompanyCode20,1000023310,2022,Documenttype1,2022-01-24,2,2022-02-01,2022-02-01,1000029708,2022,,962249576,10000297082022
100,CompanyCode20,1000023311,2022,Documenttype1,2022-01-24,2,2022-02-01,2022-02-01,1000029710,2022,,962249577,10000297102022
100,CompanyCode20,1000023312,2022,Documenttype1,2022-01-24,2,2022-02-01,2022-02-01,1000029712,2022,,962249575,10000297122022
100,CompanyCode20,1000023313,2022,Documenttype1,2022-01-24,2,2022-02-01,2022-02-01,1000029713,2022,,962249573,10000297132022
100,CompanyCode20,1000023314,2022,Documenttype1,2022-01-24,2,2022-02-01,2022-02-01,1000029714,2022,,962249578,10000297142022
100,CompanyCode20,1000023315,2022,Documenttype1,2022-01-25,2,2022-02-01,2022-02-01,1000029715,2022,,962252632,10000297152022
100,CompanyCode20,1000023316,2022,Documenttype1,2021-12-31,2,2022-02-01,2022-02-01,1000029722,2022,,MP2512,10000297222022
100,CompanyCode20,1000023317,2022,Documenttype1,2022-01-28,2,2022-02-01,2022-02-01,1000029728,2022,,LT2063,10000297282022
100,CompanyCode20,1000023318,2022,Documenttype1,2022-01-31,2,2022-02-01,2022-02-01,1000068652,2022,,INV161279,10000686522022
100,CompanyCode20,1000023319,2022,Documenttype1,2022-01-28,2,2022-02-01,2022-02-01,1000068685,2022,,5571-400696,10000686852022
100,CompanyCode20,1000023320,2022,Documenttype1,2022-01-29,2,2022-02-01,2022-02-01,1000068686,2022,,3498806467,10000686862022
100,CompanyCode20,1000023321,2022,Documenttype1,2022-01-29,2,2022-02-01,2022-02-01,1000068687,2022,,3498806444,10000686872022
100,CompanyCode20,1000023322,2022,Documenttype1,2022-01-21,2,2022-02-01,2022-02-01,1000068698,2022,,9121878923,10000686982022
100,CompanyCode20,1000023323,2022,Documenttype1,2022-01-31,2,2022-02-01,2022-02-01,1000068699,2022,,262497,10000686992022
100,CompanyCode20,1000023324,2022,Documenttype1,2022-01-31,2,2022-02-01,2022-02-01,1000068701,2022,,014282-22,10000687012022
100,CompanyCode20,1000023325,2022,Documenttype1,2022-01-02,2,2022-02-01,2022-02-01,1000068702,2022,,138753526-073,10000687022022
100,CompanyCode20,1000023326,2022,Documenttype1,2022-01-17,2,2022-02-01,2022-02-01,1000068703,2022,,22-1001AG,10000687032022
100,CompanyCode20,1000023327,2022,Documenttype1,2021-12-16,2,2022-02-01,2022-02-01,1000068704,2022,,000799830000,10000687042022
100,CompanyCode20,1000023328,2022,Documenttype1,2022-01-28,2,2022-02-01,2022-02-01,1000068705,2022,,01-22-044,10000687052022
100,CompanyCode20,1000023329,2022,Documenttype1,2021-05-07,2,2022-02-01,2022-02-01,1000068706,2022,,9988,10000687062022
100,CompanyCode20,1000023330,2022,Documenttype1,2022-01-05,2,2022-02-01,2022-02-01,1000068707,2022,,78164,10000687072022
100,CompanyCode20,1000023331,2022,Documenttype1,2022-01-31,2,2022-02-01,2022-02-01,1000068709,2022,,228333,10000687092022
100,CompanyCode20,1000023332,2022,Documenttype1,2022-01-19,2,2022-02-01,2022-02-01,1000068711,2022,,8440883,10000687112022
100,CompanyCode20,1000023333,2022,Documenttype1,2022-01-20,2,2022-02-01,2022-02-01,1000068712,2022,,8507728,10000687122022
100,CompanyCode20,1000023334,2022,Documenttype1,2022-01-21,2,2022-02-01,2022-02-01,1000068714,2022,,2958220,10000687142022
100,CompanyCode20,1000023335,2022,Documenttype1,2022-01-31,2,2022-02-04,2022-02-04,1000049740,2022,,22U000059,10000497402022
100,CompanyCode20,1000023336,2022,Documenttype1,2022-02-04,2,2022-02-04,2022-02-05,1000049655,2022,,4000000545,10000496552022
100,CompanyCode20,1000023337,2022,Documenttype1,2022-02-04,2,2022-02-04,2022-02-05,1000049741,2022,,4000000545,10000497412022
100,CompanyCode20,1000023338,2022,Documenttype1,2022-02-04,2,2022-02-04,2022-02-05,1000049742,2022,,4000000101,10000497422022
100,CompanyCode20,1000023339,2022,Documenttype1,2022-02-03,2,2022-02-05,2022-02-05,1000049747,2022,,3499338712,10000497472022
100,CompanyCode20,1000023340,2022,Documenttype1,2022-01-18,2,2022-02-05,2022-02-05,1000049757,2022,,SI5007970,10000497572022
100,CompanyCode20,1000023341,2022,Documenttype1,2022-01-07,2,2022-02-05,2022-02-05,1000049758,2022,,6390,10000497582022
100,CompanyCode20,1000023342,2022,Documenttype1,2022-01-06,2,2022-02-05,2022-02-05,1000049759,2022,,6397,10000497592022
100,CompanyCode20,1000023343,2022,Documenttype1,2022-02-04,2,2022-02-05,2022-02-05,1000049764,2022,,5571-409215,10000497642022
100,CompanyCode20,1000023344,2022,Documenttype1,2022-02-04,2,2022-02-05,2022-02-05,1000049765,2022,,5571-409209,10000497652022
100,CompanyCode20,1000023345,2022,Documenttype1,2022-02-04,2,2022-02-05,2022-02-05,1000049766,2022,,5571-409283,10000497662022
100,CompanyCode20,1000023346,2022,Documenttype1,2022-02-04,2,2022-02-05,2022-02-05,1000049767,2022,,5571-409212,10000497672022
100,CompanyCode20,1000023347,2022,Documenttype1,2022-02-05,2,2022-02-05,2022-02-06,1000049788,2022,,4000000538,10000497882022
100,CompanyCode20,1000023348,2022,Documenttype1,2022-02-05,2,2022-02-05,2022-02-06,1000049789,2022,,4000000540,10000497892022
100,CompanyCode20,1000023349,2022,Documenttype1,2022-02-05,2,2022-02-05,2022-02-06,1000049790,2022,,4000000533,10000497902022
100,CompanyCode20,1000023350,2022,Documenttype1,2022-02-05,2,2022-02-05,2022-02-06,1000049791,2022,,4000000534,10000497912022
100,CompanyCode20,1000023351,2022,Documenttype1,2022-02-05,2,2022-02-05,2022-02-06,1000049792,2022,,4000000539,10000497922022
100,CompanyCode20,1000023352,2022,Documenttype1,2022-02-05,2,2022-02-05,2022-02-06,1000049793,2022,,4000000546,10000497932022
100,CompanyCode20,1000023353,2022,Documenttype1,2022-02-06,2,2022-02-06,2022-02-06,1000049801,2022,,3499615629,10000498012022
100,CompanyCode20,1000023354,2022,Documenttype1,2022-02-01,2,2022-02-07,2022-02-07,1000049808,2022,2022-03-28,9198535289,10000498082022
100,CompanyCode20,1000023355,2022,Documenttype1,2022-02-03,2,2022-02-07,2022-02-07,1000049809,2022,,9113027,10000498092022
100,CompanyCode20,1000023356,2022,Documenttype1,2022-02-01,2,2022-02-07,2022-02-07,1000030138,2022,,72229638,10000301382022
100,CompanyCode20,1000023357,2022,Documenttype1,2022-02-03,2,2022-02-07,2022-02-07,1000030143,2022,,TX85-0000794428,10000301432022
100,CompanyCode20,1000023358,2022,Documenttype1,2022-02-01,2,2022-02-07,2022-02-07,1000030146,2022,2022-02-07,10409096,10000301462022
100,CompanyCode20,1000023359,2022,Documenttype1,2022-02-01,2,2022-02-07,2022-02-07,1000030148,2022,2022-02-07,10409096_NEW,10000301482022
100,CompanyCode20,1000023360,2022,Documenttype1,2022-01-18,2,2022-02-07,2022-02-07,1000030191,2022,,2250,10000301912022
100,CompanyCode20,1000023361,2022,Documenttype1,2022-01-24,2,2022-02-07,2022-02-07,1000030204,2022,,8611913,10000302042022
100,CompanyCode20,1000023362,2022,Documenttype1,2022-01-24,2,2022-02-07,2022-02-07,1000030207,2022,,8611918,10000302072022
100,CompanyCode20,1000023363,2022,Documenttype1,2022-01-25,2,2022-02-07,2022-02-07,1000030210,2022,,8698459,10000302102022
100,CompanyCode20,1000023364,2022,Documenttype1,2022-02-01,2,2022-02-07,2022-02-07,1000069341,2022,,3499193706,10000693412022
100,CompanyCode20,1000023365,2022,Documenttype1,2022-01-28,2,2022-02-07,2022-02-07,1000069351,2022,,000805930000,10000693512022
100,CompanyCode20,1000023366,2022,Documenttype1,2022-01-31,2,2022-02-07,2022-02-07,1000069352,2022,,LT2080,10000693522022
100,CompanyCode20,1000023367,2022,Documenttype1,2022-01-31,2,2022-02-07,2022-02-07,1000069354,2022,,8928855,10000693542022
100,CompanyCode20,1000023368,2022,Documenttype1,2022-02-02,2,2022-02-07,2022-02-07,1000069357,2022,,9054539,10000693572022
100,CompanyCode20,1000023369,2022,Documenttype1,2022-02-02,2,2022-02-07,2022-02-07,1000069360,2022,,142682960122033,10000693602022
100,CompanyCode20,1000023370,2022,Documenttype1,2022-02-03,2,2022-02-07,2022-02-07,1000069362,2022,,142644550222034,10000693622022
100,CompanyCode20,1000023371,2022,Documenttype1,2022-02-03,2,2022-02-07,2022-02-07,1000069363,2022,,142704710022034,10000693632022
100,CompanyCode20,1000023372,2022,Documenttype1,2022-02-03,2,2022-02-07,2022-02-07,1000069364,2022,,142696420022034,10000693642022
100,CompanyCode20,1000023373,2022,Documenttype1,2022-02-03,2,2022-02-07,2022-02-07,1000069366,2022,,142652440122034,10000693662022
100,CompanyCode20,1000023374,2022,Documenttype1,2022-02-03,2,2022-02-07,2022-02-07,1000069368,2022,,9086862,10000693682022
100,CompanyCode20,1000023375,2022,Documenttype1,2022-02-03,2,2022-02-07,2022-02-07,1000069369,2022,,9086858,10000693692022
100,CompanyCode20,1000023376,2022,Documenttype1,2022-02-03,2,2022-02-07,2022-02-07,1000069370,2022,,9086863,10000693702022
100,CompanyCode20,1000023377,2022,Documenttype1,2022-02-03,2,2022-02-07,2022-02-07,1000069371,2022,,031894750022034,10000693712022
100,CompanyCode20,1000023378,2022,Documenttype1,2022-02-03,2,2022-02-07,2022-02-07,1000069372,2022,,3499338716,10000693722022
100,CompanyCode20,1000023379,2022,Documenttype1,2022-02-03,2,2022-02-07,2022-02-07,1000069376,2022,,3499338718,10000693762022
100,CompanyCode20,1000023380,2022,Documenttype1,2022-02-04,2,2022-02-07,2022-02-07,1000069377,2022,,3499412978,10000693772022
100,CompanyCode20,1000023381,2022,Documenttype1,2022-02-04,2,2022-02-07,2022-02-07,1000069378,2022,,735170,10000693782022
100,CompanyCode20,1000023382,2022,Documenttype1,2022-02-04,2,2022-02-07,2022-02-07,1000069383,2022,,735180,10000693832022
100,CompanyCode20,1000023383,2022,Documenttype1,2022-01-18,2,2022-02-07,2022-02-07,1000069385,2022,,LA44053,10000693852022
100,CompanyCode20,1000023384,2022,Documenttype1,2022-01-17,2,2022-02-07,2022-02-07,1000069400,2022,,SMRI-1113,10000694002022
100,CompanyCode20,1000023385,2022,Documenttype1,2022-01-28,2,2022-02-07,2022-02-07,1000069409,2022,,8869559,10000694092022
100,CompanyCode20,1000023386,2022,Documenttype1,2022-01-24,2,2022-02-07,2022-02-07,1000069415,2022,,159727-1,10000694152022
100,CompanyCode20,1000023387,2022,Documenttype1,2022-02-03,2,2022-02-07,2022-02-07,1000069417,2022,,4096931,10000694172022
100,CompanyCode20,1000023388,2022,Documenttype1,2022-02-06,2,2022-02-07,2022-02-07,1000069421,2022,,3499615630,10000694212022
100,CompanyCode20,1000023389,2022,Documenttype1,2022-01-26,2,2022-02-07,2022-02-07,1000069433,2022,,202201260008,10000694332022
100,CompanyCode20,1000023390,2022,Documenttype1,2022-01-28,2,2022-02-07,2022-02-07,1000069445,2022,,H0G23916,10000694452022
100,CompanyCode20,1000023391,2022,Documenttype1,2022-01-28,2,2022-02-07,2022-02-07,1000069446,2022,,HOG23915,10000694462022
100,CompanyCode20,1000023392,2022,Documenttype1,2022-01-31,2,2022-02-07,2022-02-07,1000049893,2022,,14968,10000498932022
100,CompanyCode20,1000023393,2022,Documenttype1,2022-02-04,2,2022-02-07,2022-02-07,1000049902,2022,,735173,10000499022022
100,CompanyCode20,1000023394,2022,Documenttype1,2022-01-28,2,2022-02-07,2022-02-07,1000049909,2022,,3398,10000499092022
100,CompanyCode20,1000023395,2022,Documenttype1,2022-01-11,2,2022-02-07,2022-02-07,1000049911,2022,,525-2101,10000499112022
100,CompanyCode20,1000023396,2022,Documenttype1,2021-12-29,2,2022-02-07,2022-02-07,1000049955,2022,,111203,10000499552022
100,CompanyCode20,1000023397,2022,Documenttype1,2021-12-30,2,2022-02-07,2022-02-07,1000049956,2022,,111231,10000499562022
100,CompanyCode20,1000023398,2022,Documenttype1,2022-01-19,2,2022-02-07,2022-02-07,1000049962,2022,2022-03-10,831-000-8207 835,10000499622022
100,CompanyCode20,1000023399,2022,Documenttype1,2022-02-04,2,2022-02-07,2022-02-07,1000049975,2022,,335132,10000499752022
100,CompanyCode20,1000023400,2022,Documenttype1,2022-01-13,2,2022-02-07,2022-02-07,1000049997,2022,,INV32926,10000499972022
100,CompanyCode20,1000023401,2022,Documenttype1,2022-01-31,2,2022-02-10,2022-02-10,1000050486,2022,,TX85-0000794073,10000504862022
100,CompanyCode20,1000023402,2022,Documenttype1,2022-02-10,2,2022-02-10,2022-02-10,1000050516,2022,,9059375999,10000505162022
100,CompanyCode20,1000023403,2022,Documenttype1,2022-01-23,2,2022-02-10,2022-02-10,1000050545,2022,,14263687-00,10000505452022
100,CompanyCode20,1000023404,2022,Documenttype1,2022-01-28,2,2022-02-10,2022-02-10,1000050546,2022,,142633200122028,10000505462022
100,CompanyCode20,1000023405,2022,Documenttype1,2022-02-08,2,2022-02-10,2022-02-10,1000030645,2022,,142721570022039,10000306452022
100,CompanyCode20,1000023406,2022,Documenttype1,2022-02-08,2,2022-02-10,2022-02-10,1000030646,2022,,142705270022039,10000306462022
100,CompanyCode20,1000023407,2022,Documenttype1,2022-02-09,2,2022-02-10,2022-02-10,1000030647,2022,,142700280022040,10000306472022
100,CompanyCode20,1000023408,2022,Documenttype1,2022-02-09,2,2022-02-10,2022-02-10,1000030648,2022,,142726550022040,10000306482022
100,CompanyCode20,1000023409,2022,Documenttype1,2022-02-09,2,2022-02-10,2022-02-10,1000030649,2022,,142696350022040,10000306492022
100,CompanyCode20,1000023410,2022,Documenttype1,2022-02-08,2,2022-02-10,2022-02-10,1000030652,2022,,142695800022039,10000306522022
100,CompanyCode20,1000023411,2022,Documenttype1,2022-02-09,2,2022-02-10,2022-02-10,1000030653,2022,,142695530022040,10000306532022
100,CompanyCode20,1000023412,2022,Documenttype1,2022-02-09,2,2022-02-10,2022-02-10,1000030657,2022,,56990-1,10000306572022
